gasDayStart,gasInStorage,workingGasVolume,full,trend
2025-01-11,762.0499,1147.6446,66.4,-0.61
2025-01-12,754.8549,1147.6446,65.77,-0.63
2025-01-13,745.7917,1147.6446,64.98,-0.79
2025-01-14,736.251,1147.6446,64.15,-0.83
2025-01-15,727.0294,1147.6446,63.35,-0.8
2025-01-16,717.9979,1147.6446,62.56,-0.79
2025-01-17,708.311,1147.6446,61.72,-0.84
2025-01-18,699.6927,1147.6446,60.97,-0.75
2025-01-19,691.0199,1147.6446,60.21,-0.76
2025-01-20,680.858,1147.6446,59.33,-0.89
2025-01-21,670.1654,1147.6446,58.39,-0.93
2025-01-22,661.0268,1147.6446,57.6,-0.8
2025-01-23,654.3342,1147.6446,57.02,-0.58
2025-01-24,648.7409,1147.6446,56.53,-0.49
2025-01-25,644.7389,1147.6446,56.18,-0.35
2025-01-26,640.5664,1149.6521,55.72,-0.36
2025-01-27,636.1854,1147.6446,55.43,-0.38
2025-01-28,631.7915,1147.6446,55.05,-0.38
2025-01-29,627.1568,1147.6446,54.65,-0.4
2025-01-30,621.2938,1147.6446,54.14,-0.51
2025-01-31,615.0046,1147.6446,53.59,-0.55
2025-02-01,609.7506,1147.7502,53.13,-0.46
2025-02-02,604.1699,1149.7577,52.55,-0.49
2025-02-03,596.465,1147.7502,51.97,-0.67
2025-02-04,588.7688,1149.7577,51.21,-0.67
2025-02-05,580.9545,1147.7502,50.62,-0.68
2025-02-06,573.5285,1147.7502,49.97,-0.65
2025-02-07,567.0777,1147.7502,49.41,-0.56
2025-02-08,561.4825,1147.7502,48.92,-0.49
2025-02-09,556.2994,1149.7577,48.38,-0.45
2025-02-10,549.5619,1147.7502,47.88,-0.59
2025-02-11,542.1613,1147.7502,47.24,-0.64
2025-02-12,534.5181,1149.7577,46.49,-0.66
2025-02-13,526.7664,1147.7502,45.9,-0.68
2025-02-14,518.7628,1147.7502,45.2,-0.7
2025-02-15,512.098,1147.7502,44.62,-0.58
2025-02-16,505.744,1147.7502,44.06,-0.55
2025-02-17,497.3774,1147.7502,43.33,-0.73
2025-02-18,488.8278,1147.7502,42.59,-0.74
2025-02-19,481.3333,1149.9987,41.86,-0.65
2025-02-20,475.2035,1149.9987,41.32,-0.53
2025-02-21,470.9774,1149.9987,40.95,-0.37
2025-02-22,468.0365,1149.9987,40.7,-0.26
2025-02-23,465.8165,1149.7577,40.51,-0.19
2025-02-24,462.4295,1149.7577,40.22,-0.29
2025-02-25,458.2221,1149.7577,39.85,-0.37
2025-02-26,453.8075,1149.7577,39.47,-0.38
2025-02-27,449.0092,1149.7577,39.05,-0.42
2025-02-28,438.9927,1149.7577,38.18,-0.87
2025-03-01,438.332,1148.5719,38.16,-0.06
2025-03-02,435.4441,1148.5719,37.91,-0.25
2025-03-03,431.3793,1148.5719,37.56,-0.35
2025-03-04,427.7978,1148.572,37.25,-0.31
2025-03-05,424.9185,1148.572,37.0,-0.25
2025-03-06,422.7689,1148.572,36.81,-0.19
2025-03-07,421.0133,1148.572,36.66,-0.15
2025-03-08,420.7237,1148.5721,36.63,-0.03
2025-03-09,420.3974,1148.5722,36.6,-0.03
2025-03-10,418.35,1148.5723,36.42,-0.18
2025-03-11,415.3113,1148.5723,36.16,-0.26
2025-03-12,411.5052,1148.5723,35.83,-0.33
2025-03-13,407.4191,1148.5724,35.47,-0.36
2025-03-14,403.8788,1148.5725,35.16,-0.31
2025-03-15,401.5407,1148.5726,34.96,-0.2
2025-03-16,399.4292,1148.5726,34.78,-0.18
2025-03-17,395.9337,1148.5726,34.47,-0.3
2025-03-18,392.7138,1148.5727,34.19,-0.28
2025-03-19,390.0208,1148.5727,33.96,-0.23
2025-03-20,388.3289,1148.5729,33.81,-0.15
2025-03-21,387.9437,1148.5731,33.78,-0.03
2025-03-22,388.6284,1148.5732,33.84,0.06
2025-03-23,389.0064,1148.5734,33.87,0.03
2025-03-24,387.7754,1148.5735,33.76,-0.11
2025-03-25,386.5466,1148.5738,33.65,-0.11
2025-03-26,385.4159,1148.5741,33.56,-0.1
2025-03-27,384.8768,1148.5742,33.51,-0.05
2025-03-28,384.9341,1148.5747,33.51,0.0
2025-03-29,385.7546,1148.5747,33.59,0.07
2025-03-30,386.7327,1148.5747,33.67,0.09
2025-03-31,387.5658,1146.5096,33.8,0.07
2025-04-01,387.6746,1130.2509,34.3,0.01
2025-04-02,388.6443,1129.714,34.4,0.09
2025-04-03,389.4104,1129.714,34.47,0.07
2025-04-04,391.0148,1129.714,34.61,0.14
2025-04-05,393.2683,1129.714,34.81,0.2
2025-04-06,395.6378,1129.714,35.02,0.21
2025-04-07,395.4332,1129.7124,35.0,-0.02
2025-04-08,395.1828,1129.7121,34.98,-0.02
2025-04-09,395.2641,1129.7121,34.99,0.01
2025-04-10,395.6829,1129.7121,35.03,0.04
2025-04-11,396.7629,1129.7121,35.12,0.1
2025-04-12,399.4541,1129.7121,35.36,0.24
2025-04-13,402.479,1129.7121,35.63,0.27
2025-04-14,404.5345,1129.7121,35.81,0.18
2025-04-15,406.4016,1129.5277,35.98,0.17
2025-04-16,407.8693,1129.5277,36.11,0.13
2025-04-17,409.5489,1129.5277,36.26,0.15
2025-04-18,411.7976,1129.5277,36.46,0.2
2025-04-19,415.069,1129.5277,36.75,0.29
2025-04-20,418.4597,1129.5277,37.05,0.3
2025-04-21,421.6516,1129.5277,37.33,0.28
2025-04-22,424.0635,1129.5277,37.54,0.21
2025-04-23,426.2899,1129.5277,37.74,0.2
2025-04-24,428.3526,1129.5277,37.92,0.18
2025-04-25,430.8406,1129.5277,38.14,0.22
2025-04-26,434.0204,1129.5277,38.42,0.28
2025-04-27,437.0962,1129.5277,38.7,0.27
2025-04-28,440.0938,1129.487,38.96,0.27
2025-04-29,443.0395,1129.3285,39.23,0.26
2025-04-30,446.4651,1129.4401,39.53,0.3
2025-05-01,451.046,1130.3984,39.9,0.41
2025-05-02,455.5432,1130.3984,40.3,0.4
2025-05-03,460.5519,1130.3984,40.74,0.44
2025-05-04,465.0759,1130.3984,41.14,0.4
2025-05-05,468.0224,1130.3984,41.4,0.26
2025-05-06,470.5283,1131.3342,41.59,0.22
2025-05-07,472.827,1131.3342,41.79,0.2
2025-05-08,473.9098,1130.3984,41.92,0.1
2025-05-09,476.5988,1130.3984,42.16,0.24
2025-05-10,480.445,1131.3342,42.47,0.34
2025-05-11,484.5063,1131.3343,42.83,0.36
2025-05-12,487.7306,1131.7337,43.1,0.28
2025-05-13,490.6674,1131.7337,43.36,0.26
2025-05-14,493.8821,1131.7337,43.64,0.28
2025-05-15,496.6239,1131.7337,43.88,0.24
2025-05-16,499.3776,1131.7337,44.13,0.24
2025-05-17,502.833,1131.7337,44.43,0.31
2025-05-18,506.054,1131.7337,44.71,0.28
2025-05-19,508.4645,1131.7337,44.93,0.21
2025-05-20,511.0729,1131.7337,45.16,0.23
2025-05-21,512.5248,1131.7337,45.29,0.13
2025-05-22,514.6294,1131.7337,45.47,0.19
2025-05-23,517.1379,1131.7337,45.69,0.22
2025-05-24,520.3227,1132.2823,45.95,0.28
2025-05-25,524.382,1132.2823,46.31,0.36
2025-05-26,527.6026,1132.2823,46.6,0.28
2025-05-27,530.8541,1132.2823,46.88,0.29
2025-05-28,534.1083,1132.2823,47.17,0.29
2025-05-29,538.1239,1132.2823,47.53,0.35
2025-05-30,542.3017,1132.2823,47.89,0.37
2025-05-31,547.3702,1132.2823,48.34,0.45
2025-06-01,554.2967,1134.0428,48.88,0.61
2025-06-02,558.1412,1134.0428,49.22,0.34
2025-06-03,561.933,1134.0428,49.55,0.33
2025-06-04,565.749,1134.0428,49.89,0.34
2025-06-05,568.9069,1134.0428,50.17,0.28
2025-06-06,573.0248,1134.0428,50.53,0.36
2025-06-07,578.0355,1134.0428,50.97,0.44
2025-06-08,582.9537,1134.0428,51.4,0.43
2025-06-09,587.3371,1134.0428,51.79,0.39
2025-06-10,591.0686,1134.0428,52.12,0.33
2025-06-11,594.7098,1134.0428,52.44,0.32
2025-06-12,598.197,1134.0428,52.75,0.31
2025-06-13,601.2336,1134.0428,53.02,0.27
2025-06-14,605.5624,1134.0428,53.4,0.38
2025-06-15,609.875,1134.0428,53.78,0.38
2025-06-16,613.1742,1134.0428,54.07,0.29
2025-06-17,616.7316,1134.0428,54.38,0.31
2025-06-18,620.5082,1134.0428,54.72,0.33
2025-06-19,624.356,1134.0428,55.06,0.34
2025-06-20,628.224,1134.0428,55.4,0.34
2025-06-21,632.9427,1134.0429,55.81,0.42
2025-06-22,637.7261,1134.0429,56.23,0.42
2025-06-23,641.762,1134.0429,56.59,0.36
2025-06-24,645.3566,1134.0429,56.91,0.32
2025-06-25,648.3348,1134.0429,57.17,0.26
2025-06-26,651.2044,1134.0429,57.42,0.25
2025-06-27,655.1932,1134.0429,57.77,0.35
2025-06-28,659.7692,1134.0429,58.18,0.4
2025-06-29,664.4431,1134.0429,58.59,0.41
2025-06-30,667.9449,1134.0429,58.9,0.31
2025-07-01,670.7453,1134.0429,59.15,0.25
2025-07-02,674.0766,1134.0429,59.44,0.29
2025-07-03,676.9345,1134.0463,59.69,0.25
2025-07-04,680.1492,1134.046,59.98,0.28
2025-07-05,683.8555,1134.0457,60.3,0.33
2025-07-06,687.8204,1134.0456,60.65,0.35
2025-07-07,691.1066,1134.0456,60.94,0.29
2025-07-08,698.4266,1134.0455,61.59,0.65
2025-07-09,698.1407,1134.0454,61.56,-0.03
2025-07-10,702.056,1133.8586,61.92,0.35
2025-07-11,705.7032,1133.9381,62.23,0.32
2025-07-12,710.2419,1133.9381,62.63,0.4
2025-07-13,714.6148,1133.9381,63.02,0.39
2025-07-14,718.0468,1133.9381,63.32,0.3
2025-07-15,721.2713,1133.9381,63.61,0.28
2025-07-16,723.6439,1133.9381,63.82,0.21
2025-07-17,726.3195,1133.9381,64.05,0.24
2025-07-18,729.5904,1133.9381,64.34,0.29
2025-07-19,733.6984,1133.9381,64.7,0.36
2025-07-20,737.9326,1133.9381,65.08,0.37
2025-07-21,741.1396,1133.9381,65.36,0.28
2025-07-22,744.4957,1133.9778,65.65,0.3
2025-07-23,747.7495,1133.9778,65.94,0.29
2025-07-24,750.5542,1133.9778,66.19,0.25
2025-07-25,753.7458,1133.9778,66.47,0.28
2025-07-26,757.8855,1133.9778,66.83,0.37
2025-07-27,762.9945,1133.9778,67.28,0.45
2025-07-28,766.4301,1133.9778,67.59,0.3
2025-07-29,770.4294,1133.9778,67.94,0.35
2025-07-30,774.3315,1133.9778,68.28,0.34
2025-07-31,777.6828,1134.0588,68.58,0.3
2025-08-01,781.3814,1134.8745,68.85,0.33
2025-08-02,785.7627,1134.8745,69.24,0.39
2025-08-03,790.1456,1134.8745,69.62,0.39
2025-08-04,793.9788,1134.8745,69.96,0.34
2025-08-05,797.7614,1134.8745,70.3,0.33
2025-08-06,801.4235,1134.8745,70.62,0.32
2025-08-07,804.99,1134.8745,70.93,0.31
2025-08-08,808.5427,1134.8745,71.25,0.31
2025-08-09,812.6139,1135.3745,71.57,0.36
2025-08-10,817.5365,1135.3745,72.01,0.43
2025-08-11,820.9914,1135.3745,72.31,0.3
2025-08-12,823.9587,1135.9033,72.54,0.26
2025-08-13,826.6932,1136.4733,72.74,0.24
2025-08-14,829.5619,1136.4733,72.99,0.25
2025-08-15,833.0921,1136.4733,73.31,0.31
2025-08-16,836.7871,1136.513,73.63,0.33
2025-08-17,840.4749,1136.513,73.95,0.32
2025-08-18,843.7771,1136.513,74.24,0.29
2025-08-19,847.0535,1136.513,74.53,0.29
2025-08-20,850.11,1136.513,74.8,0.27
2025-08-21,853.2998,1136.513,75.08,0.28
2025-08-22,856.3328,1136.513,75.35,0.27
2025-08-23,859.9587,1136.513,75.67,0.32
2025-08-24,863.6361,1136.513,75.99,0.32
2025-08-25,866.4489,1136.513,76.24,0.25
2025-08-26,868.9304,1136.513,76.46,0.22
2025-08-27,871.0767,1136.513,76.64,0.19
2025-08-28,873.3465,1136.3907,76.85,0.2
2025-08-29,876.0092,1136.3907,77.09,0.23
2025-08-30,879.3787,1136.3907,77.38,0.3
2025-08-31,882.4131,1136.3907,77.65,0.27
2025-09-01,887.907,1136.814,78.1,0.48
2025-09-02,890.2405,1137.114,78.29,0.21
2025-09-03,892.8834,1137.289,78.51,0.23
2025-09-04,895.5008,1137.344,78.74,0.23
2025-09-05,897.9175,1137.344,78.95,0.21
2025-09-06,900.9769,1137.594,79.2,0.27
2025-09-07,904.1357,1137.594,79.48,0.28
2025-09-08,905.8998,1137.594,79.63,0.16
2025-09-09,907.2578,1137.878,79.73,0.12
2025-09-10,908.6674,1137.878,79.86,0.12
2025-09-11,910.0601,1137.878,79.98,0.12
2025-09-12,912.0313,1138.39,80.12,0.17
2025-09-13,914.7343,1138.39,80.35,0.24
2025-09-14,917.5251,1138.39,80.6,0.25
2025-09-15,920.1172,1138.39,80.83,0.23
2025-09-16,921.7775,1138.39,80.97,0.15
2025-09-17,923.119,1138.39,81.09,0.12
2025-09-18,924.7272,1138.39,81.23,0.14
2025-09-19,926.3952,1138.39,81.38,0.15
2025-09-20,929.0938,1138.39,81.61,0.24
2025-09-21,931.8047,1138.39,81.85,0.24
2025-09-22,933.0575,1138.39,81.96,0.11
2025-09-23,933.8856,1138.95,82.0,0.07
2025-09-24,934.6222,1139.43,82.03,0.06
2025-09-25,935.336,1139.469,82.09,0.06
2025-09-26,936.3198,1139.469,82.17,0.09
2025-09-27,938.2152,1139.469,82.34,0.17
2025-09-28,940.0407,1139.469,82.5,0.16
2025-09-29,941.0451,1139.469,82.59,0.09
2025-09-30,940.0239,1139.469,82.5,-0.09
2025-10-01,942.5355,1141.2271,82.59,0.22
2025-10-02,942.028,1141.2271,82.55,-0.04
2025-10-03,942.7987,1141.2271,82.61,0.07
2025-10-04,944.3444,1141.2271,82.75,0.14
2025-10-05,945.7642,1141.1118,82.88,0.12
2025-10-06,945.8675,1141.1618,82.89,0.01
2025-10-07,945.6054,1141.1618,82.86,-0.02
2025-10-08,945.2087,1141.1617,82.83,-0.03
2025-10-09,945.1389,1141.1617,82.82,-0.01
2025-10-10,945.7986,1141.1617,82.88,0.06
2025-10-11,947.5078,1141.1617,83.03,0.15
2025-10-12,948.8615,1141.1617,83.15,0.12
2025-10-13,948.2454,1141.1617,83.09,-0.05
2025-10-14,947.5837,1141.1617,83.04,-0.06
2025-10-15,946.3455,1141.1617,82.93,-0.11
2025-10-16,944.9809,1141.1617,82.81,-0.12
2025-10-17,944.4181,1141.3367,82.75,-0.05
2025-10-18,944.8355,1141.3367,82.78,0.04
2025-10-19,945.4364,1141.3367,82.84,0.05
2025-10-20,945.3056,1141.3367,82.82,-0.01
2025-10-21,945.19,1141.3208,82.82,-0.01
2025-10-22,945.2323,1141.3208,82.82,0.0
2025-10-23,945.644,1141.3208,82.86,0.04
2025-10-24,945.7411,1141.3208,82.86,0.01
2025-10-25,946.1085,1142.8285,82.79,0.03
2025-10-26,946.2501,1141.3208,82.91,0.01
2025-10-27,945.6729,1141.3208,82.86,-0.05
2025-10-28,945.6908,1141.7058,82.83,0.0
2025-10-29,945.2471,1141.7058,82.79,-0.04
2025-10-30,945.5364,1141.9858,82.8,0.03
2025-10-31,945.82,1141.9858,82.82,0.02
2025-11-01,945.6996,1141.9695,82.81,-0.01
2025-11-02,946.7112,1141.9695,82.9,0.09
2025-11-03,948.0577,1141.9695,83.02,0.12
2025-11-04,948.0877,1141.9695,83.02,0.0
2025-11-05,947.4576,1141.9695,82.97,-0.06
2025-11-06,945.9339,1141.9695,82.83,-0.13
2025-11-07,944.2237,1141.9695,82.68,-0.15
2025-11-08,943.4301,1141.9695,82.61,-0.07
2025-11-09,942.7029,1141.9695,82.55,-0.06
2025-11-10,940.8306,1141.9695,82.39,-0.16
2025-11-11,939.863,1141.9695,82.3,-0.08
2025-11-12,938.9399,1141.9695,82.22,-0.08
2025-11-13,937.6918,1141.9695,82.11,-0.11
2025-11-14,936.8021,1141.9695,82.03,-0.08
2025-11-15,936.1688,1141.9695,81.98,-0.06
2025-11-16,935.1818,1141.9695,81.89,-0.09
2025-11-17,932.1093,1141.9695,81.62,-0.27
2025-11-18,926.8668,1141.9695,81.16,-0.46
2025-11-19,921.5243,1141.9695,80.7,-0.47
2025-11-20,915.1674,1141.9695,80.14,-0.56
2025-11-21,908.2727,1141.9695,79.54,-0.6
2025-11-22,902.917,1141.9695,79.07,-0.47
2025-11-23,897.9167,1141.9695,78.63,-0.44
2025-11-24,891.6433,1141.9695,78.08,-0.55
2025-11-25,885.2277,1141.9695,77.52,-0.56
2025-11-26,878.5321,1141.9695,76.93,-0.59
2025-11-27,872.4564,1141.9695,76.4,-0.53
2025-11-28,867.2126,1141.9695,75.94,-0.46
2025-11-29,863.5209,1141.9695,75.62,-0.32
2025-11-30,858.8652,1141.9695,75.21,-0.41
2025-12-01,854.0887,1141.9695,74.79,-0.42
2025-12-02,848.0658,1141.9695,74.26,-0.53
2025-12-03,841.2033,1141.9695,73.66,-0.6
2025-12-04,834.9909,1141.9695,73.12,-0.54
2025-12-05,829.1842,1142.6223,72.57,-0.51
2025-12-06,825.7073,1142.6223,72.26,-0.3
2025-12-07,823.0926,1142.6223,72.04,-0.23
2025-12-08,820.2888,1142.6223,71.79,-0.25
2025-12-09,817.2467,1142.6223,71.52,-0.27
2025-12-10,813.9344,1142.6223,71.23,-0.29
2025-12-11,809.4842,1142.6223,70.84,-0.39
2025-12-12,804.3106,1142.6223,70.39,-0.45
2025-12-13,800.2998,1142.6223,70.04,-0.35
2025-12-14,796.7007,1142.6223,69.73,-0.31
2025-12-15,791.2735,1142.6223,69.25,-0.47
2025-12-16,784.2598,1142.6223,68.64,-0.61
2025-12-17,778.7355,1142.6223,68.15,-0.48
2025-12-18,775.3372,1142.6223,67.86,-0.3
2025-12-19,771.4063,1142.6223,67.51,-0.34
2025-12-20,767.4224,1142.6223,67.16,-0.35
2025-12-21,764.2556,1142.6223,66.89,-0.28
2025-12-22,759.6671,1142.6223,66.48,-0.4
2025-12-23,755.0847,1142.6223,66.08,-0.4
2025-12-24,750.3407,1142.6223,65.67,-0.42
2025-12-25,744.4001,1142.6223,65.15,-0.52
2025-12-26,738.1811,1142.6223,64.6,-0.54
2025-12-27,733.0463,1142.6223,64.15,-0.45
2025-12-28,727.8156,1142.6223,63.7,-0.46
2025-12-29,721.1907,1142.6223,63.12,-0.58
2025-12-30,714.5191,1142.6223,62.53,-0.58
2025-12-31,707.9809,1142.6223,61.96,-0.57
